5014920081023 23.1 12.1  0.009900-99.9-99.9-99.9-99.9-9.9 9911.7 58  9.2   8  6.4-9.9-9.9
5014920081024 26.7 15.2  0.009900-99.9-99.9-99.9-99.9-9.9 9917.8 72 15.7   9  7.2-9.9-9.9
5014920081025 24.9 17.7  0.009900-99.9-99.9-99.9-99.9-9.9 9918.2 72 16.0   6  4.8-9.9-9.9
5014920081026 22.2 15.7  0.009900-99.9-99.9-99.9-99.9-9.9 9916.6 76 14.6   5  4.0-9.9-9.9
5014920081027 19.8 14.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.5 73 12.5  13 10.4-9.9-9.9
5014920081028 26.3 11.8  0.009900-99.9-99.9-99.9-99.9-9.9 9914.1 64 12.1  14 11.2-9.9-9.9
5014920081029 23.7 15.0  0.009900-99.9-99.9-99.9-99.9-9.9 9914.8 66 12.8  11  8.8-9.9-9.9
5014920081030 20.6 14.4  0.009900-99.9-99.9-99.9-99.9-9.9 9910.6 53  7.8  11  8.8-9.9-9.9
5014920081031 23.0 10.4  0.009900-99.9-99.9-99.9-99.9-9.9 9911.6 61  9.1   7  5.6-9.9-9.9
5014920081101 27.0 14.4  0.009900-99.9-99.9-99.9-99.9-9.9 9914.4 59 12.4   9  7.2-9.9-9.9
5014920081102 21.3 16.7  0.009900-99.9-99.9-99.9-99.9-9.9 9916.3 74 14.3  12  9.6-9.9-9.9
5014920081103 28.6 16.1  0.009900-99.9-99.9-99.9-99.9-9.9 9919.7 73 17.3   9  7.2-9.9-9.9
5014920081104 31.2 17.3  0.009900-99.9-99.9-99.9-99.9-9.9 9919.1 63 16.8   7  5.6-9.9-9.9
5014920081105-99.9 21.4-99.999900-99.9-99.9-99.9-99.9-9.9 99-9.9 63-99.9   9  7.2-9.9-9.9
5014920081106-99.9-99.9-99.999900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5014920081107-99.9-99.9-99.999900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5014920201230-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5014920250121-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 38-99.9   6  4.8-9.9-9.9
