5271920110527-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271920120323-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271920120324 28.1  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 52  7.1 -99-99.9-9.9-9.9
5271920120325 26.6  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 55  7.2 -99-99.9-9.9-9.9
5271920120410 26.2  7.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 56  8.9 -99-99.9-9.9-9.9
5271920120411 29.6  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0 61 10.7 -99-99.9-9.9-9.9
5271920120412 30.6  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 56 11.1 -99-99.9-9.9-9.9
5271920120413 28.9 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 54  6.8 -99-99.9-9.9-9.9
5271920120414 22.2  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 59  4.3 -99-99.9-9.9-9.9
5271920120415 19.6  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 67  6.7 -99-99.9-9.9-9.9
5271920120416 19.5  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 55  5.7 -99-99.9-9.9-9.9
5271920120417 23.4  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 52  4.8 -99-99.9-9.9-9.9
5271920120418 21.8  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 63  7.2 -99-99.9-9.9-9.9
5271920120419 23.3  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 54  6.2 -99-99.9-9.9-9.9
5271920120420 24.0  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 41  5.2 -99-99.9-9.9-9.9
5271920120421 21.2  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 47  1.6 -99-99.9-9.9-9.9
5271920120422 19.2  1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 55  2.2 -99-99.9-9.9-9.9
5271920120423 17.8  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 64  3.7 -99-99.9-9.9-9.9
5271920120424 18.4  1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 70  4.9 -99-99.9-9.9-9.9
5271920120425 15.5  6.2  2.119999-99.9-99.9-99.9-99.9-9.9 99 9.6 91  6.4 -99-99.9-9.9-9.9
5271920120426 11.8 -1.3  0.619999-99.9-99.9-99.9-99.9-9.9 99 6.8 81  1.4 -99-99.9-9.9-9.9
5271920120427 10.8  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 79  4.3 -99-99.9-9.9-9.9
5271920120428 16.2  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 75  5.4 -99-99.9-9.9-9.9
5271920120429 20.9  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 62  4.7 -99-99.9-9.9-9.9
5271920120430 23.2  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 59  4.7 -99-99.9-9.9-9.9
5271920120501 23.5  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 76  8.2 -99-99.9-9.9-9.9
5271920120502 26.8  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 56  5.9 -99-99.9-9.9-9.9
5271920120503 26.2  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 60  8.5 -99-99.9-9.9-9.9
5271920120504 25.1  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 63  7.9 -99-99.9-9.9-9.9
5271920120505 24.2  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 63  9.3 -99-99.9-9.9-9.9
5271920120506 22.2 14.2  0.009999-99.9-99.9-99.9-99.9-9.9 9915.8 73 13.8 -99-99.9-9.9-9.9
5271920120507 22.2  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 46  5.3 -99-99.9-9.9-9.9
5271920120508 22.9  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 49  4.5 -99-99.9-9.9-9.9
5271920120509 20.8  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 59  5.0 -99-99.9-9.9-9.9
5271920120510 19.5  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 62  3.7 -99-99.9-9.9-9.9
5271920120511 16.4  3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 45 -1.2 -99-99.9-9.9-9.9
5271920120512 20.4 -2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 47 -3.1 -99-99.9-9.9-9.9
5271920120513 21.3 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 49 -1.7 -99-99.9-9.9-9.9
5271920120514 21.8  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 43 -1.8 -99-99.9-9.9-9.9
5271920120515 22.8  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 54  5.9 -99-99.9-9.9-9.9
5271920120516 20.4  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 62  3.6 -99-99.9-9.9-9.9
5271920120517 14.5  5.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 63  4.4 -99-99.9-9.9-9.9
5271920120518 15.8 -1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 52 -0.2 -99-99.9-9.9-9.9
5271920120519 23.2  2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 56  1.3 -99-99.9-9.9-9.9
5271920120520 16.7  3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 41 -1.6 -99-99.9-9.9-9.9
5271920120521 15.0 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 59 -1.9 -99-99.9-9.9-9.9
5271920120522 13.4 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 65 -1.2 -99-99.9-9.9-9.9
5271920120523 16.1 -5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 66 -1.3 -99-99.9-9.9-9.9
5271920120524 16.7 -2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 71  0.8 -99-99.9-9.9-9.9
5271920120525 13.5 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 89  4.5 -99-99.9-9.9-9.9
5271920120526 16.5  1.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 76  6.7 -99-99.9-9.9-9.9
5271920120527 19.0  8.3  0.619999-99.9-99.9-99.9-99.9-9.9 9910.5 57  7.5 -99-99.9-9.9-9.9
5271920120528 22.0 12.0  0.619999-99.9-99.9-99.9-99.9-9.9 9910.8 65  8.0 -99-99.9-9.9-9.9
5271920120529 21.5 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 38  2.2 -99-99.9-9.9-9.9
5271920120530 18.5 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 63  2.3 -99-99.9-9.9-9.9
5271920120531 14.6  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 66  2.7 -99-99.9-9.9-9.9
5271920120601 12.7  5.8  0.919999-99.9-99.9-99.9-99.9-9.9 99 9.3 90  5.8 -99-99.9-9.9-9.9
5271920120602 18.1  7.8  0.319999-99.9-99.9-99.9-99.9-9.9 99 7.8 40  3.2 -99-99.9-9.9-9.9
5271920120603 15.6  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 45 -0.9 -99-99.9-9.9-9.9
5271920120604 13.7  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 49 -1.3 -99-99.9-9.9-9.9
5271920120605 14.7  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 55 -2.5 -99-99.9-9.9-9.9
5271920120606  9.6 -5.1  1.519999-99.9-99.9-99.9-99.9-9.9 99 4.0 50 -5.7 -99-99.9-9.9-9.9
5271920120607 13.5 -6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 63 -4.2 -99-99.9-9.9-9.9
5271920120608 12.9 -6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 59 -5.0 -99-99.9-9.9-9.9
5271920120609 15.3 -4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 51 -4.8 -99-99.9-9.9-9.9
5271920120610 17.5 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 55 -2.1 -99-99.9-9.9-9.9
5271920120611 15.4  1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 62  0.3 -99-99.9-9.9-9.9
5271920120612 21.6  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 58  0.9 -99-99.9-9.9-9.9
5271920120613 21.6  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 42  2.7 -99-99.9-9.9-9.9
5271920120614 18.5  3.4  0.319999-99.9-99.9-99.9-99.9-9.9 99 5.0 43 -2.8 -99-99.9-9.9-9.9
5271920120615  8.6  4.1  1.219999-99.9-99.9-99.9-99.9-9.9 99 6.6 72  0.7 -99-99.9-9.9-9.9
5271920120616  5.6  0.2  0.319999-99.9-99.9-99.9-99.9-9.9 99 5.5 82 -1.5 -99-99.9-9.9-9.9
5271920120617  8.8  0.4  0.319999-99.9-99.9-99.9-99.9-9.9 99 6.8 85  1.4 -99-99.9-9.9-9.9
5271920120618 15.6  2.0  0.319999-99.9-99.9-99.9-99.9-9.9 99 8.6 87  4.7 -99-99.9-9.9-9.9
5271920120619 17.0  3.4  0.319999-99.9-99.9-99.9-99.9-9.9 99 8.4 66  4.4 -99-99.9-9.9-9.9
5271920120620 17.5  5.6  0.319999-99.9-99.9-99.9-99.9-9.9 99 7.6 50  2.9 -99-99.9-9.9-9.9
5271920120621 15.4  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 47 -0.7 -99-99.9-9.9-9.9
5271920120622 19.4  6.3  0.319999-99.9-99.9-99.9-99.9-9.9 99 6.3 40  0.4 -99-99.9-9.9-9.9
5271920120623 23.6  1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 56  1.5 -99-99.9-9.9-9.9
5271920120624 18.3  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 30 -5.2 -99-99.9-9.9-9.9
5271920120625 17.0 -4.6  0.619999-99.9-99.9-99.9-99.9-9.9 99 4.6 53 -3.9 -99-99.9-9.9-9.9
5271920120626 19.1 -4.5  0.319999-99.9-99.9-99.9-99.9-9.9 99 6.0 65 -0.4 -99-99.9-9.9-9.9
5271920120627 19.4  1.4  0.319999-99.9-99.9-99.9-99.9-9.9 99 5.9 36 -0.8 -99-99.9-9.9-9.9
5271920120628 17.5  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 48  1.5 -99-99.9-9.9-9.9
5271920120629 22.4  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 35  1.1 -99-99.9-9.9-9.9
5271920120630 19.8  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 67  2.8 -99-99.9-9.9-9.9
5271920120701 15.7  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 42 -0.4 -99-99.9-9.9-9.9
5271920120702 10.9  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 43 -6.5 -99-99.9-9.9-9.9
5271920120703 13.8 -6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 52 -6.5 -99-99.9-9.9-9.9
5271920120704 12.9  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 31 -6.4 -99-99.9-9.9-9.9
5271920120705 10.3  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.4 36 -8.0 -99-99.9-9.9-9.9
5271920120706 11.3 -2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 58 -3.7 -99-99.9-9.9-9.9
5271920120707 16.4 -4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 60 -1.3 -99-99.9-9.9-9.9
5271920120708 16.6  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 41 -0.4 -99-99.9-9.9-9.9
5271920120709 13.0 -3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 52 -4.0 -99-99.9-9.9-9.9
5271920120710 12.6 -3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 46 -6.4 -99-99.9-9.9-9.9
5271920120711 16.6  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 37 -2.9 -99-99.9-9.9-9.9
5271920120712 17.8  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 32 -2.6 -99-99.9-9.9-9.9
5271920120713 17.1  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 53  1.3 -99-99.9-9.9-9.9
5271920120714 15.4 -3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 53 -5.4 -99-99.9-9.9-9.9
5271920120715 13.2  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 39 -5.5 -99-99.9-9.9-9.9
5271920120716 16.5 -3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 57 -2.5 -99-99.9-9.9-9.9
5271920120717 18.6 -3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 61 -1.2 -99-99.9-9.9-9.9
5271920120718 19.1 -1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 45 -1.9 -99-99.9-9.9-9.9
5271920120719 18.7  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.0 32 -6.0 -99-99.9-9.9-9.9
5271920120720 15.7  6.9  0.319999-99.9-99.9-99.9-99.9-9.9 99 5.2 36 -2.9 -99-99.9-9.9-9.9
5271920120721 16.4  6.0  0.319999-99.9-99.9-99.9-99.9-9.9 99 6.4 46  0.6 -99-99.9-9.9-9.9
5271920120722 16.1 -4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 65 -1.4 -99-99.9-9.9-9.9
5271920120723 14.9  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 54 -0.6 -99-99.9-9.9-9.9
5271920120724 12.2 -4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 45 -5.4 -99-99.9-9.9-9.9
5271920120725 22.1 -3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 31 -5.4 -99-99.9-9.9-9.9
5271920120726 18.2  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 51 -1.5 -99-99.9-9.9-9.9
5271920120727 16.4 -3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 51 -4.5 -99-99.9-9.9-9.9
5271920120728 19.0 -3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 50 -4.9 -99-99.9-9.9-9.9
5271920120729 12.2 -2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.3 33 -8.3 -99-99.9-9.9-9.9
5271920120730 14.1 -8.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.3 48 -8.5 -99-99.9-9.9-9.9
5271920120731 15.5 -3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 47 -6.7 -99-99.9-9.9-9.9
5271920120801 14.9  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 53 -2.0 -99-99.9-9.9-9.9
5271920120802 11.9 -5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 74  0.4 -99-99.9-9.9-9.9
5271920120803 15.9 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 65 -0.2 -99-99.9-9.9-9.9
5271920120804 20.1 -4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 53 -3.0 -99-99.9-9.9-9.9
5271920120805 18.2 -2.6-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.7 60  0.9 -99-99.9-9.9-9.9
5271920120806-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271920121024-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271920121025 23.8  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 38  0.5 -99-99.9-9.9-9.9
5271920121026 27.7  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 38  0.5 -99-99.9-9.9-9.9
5271920121027 26.2  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 49  3.8 -99-99.9-9.9-9.9
5271920121028 25.4  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 32 -1.4 -99-99.9-9.9-9.9
5271920121029 26.1  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 39  2.7 -99-99.9-9.9-9.9
5271920121030 29.4  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 49  3.8 -99-99.9-9.9-9.9
5271920121031 27.9 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 30 -0.3 -99-99.9-9.9-9.9
5271920121101 29.8  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 32  2.2 -99-99.9-9.9-9.9
5271920121102 31.0  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 48  5.8 -99-99.9-9.9-9.9
5271920121103 30.6 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 34  2.7 -99-99.9-9.9-9.9
5271920121104 30.1  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 34  2.4 -99-99.9-9.9-9.9
5271920121105 32.3 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 21  0.1 -99-99.9-9.9-9.9
5271920121106 34.5 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 48  7.2 -99-99.9-9.9-9.9
5271920121107 34.4 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 28  3.4 -99-99.9-9.9-9.9
5271920121108 30.0 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 29  4.1 -99-99.9-9.9-9.9
5271920121109 23.8 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 33  0.3 -99-99.9-9.9-9.9
5271920121110 28.2  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 45  3.7 -99-99.9-9.9-9.9
5271920121111 28.7  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 47  5.5 -99-99.9-9.9-9.9
5271920121112 29.5  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 38  3.5 -99-99.9-9.9-9.9
5271920121113 29.9 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 38  7.6 -99-99.9-9.9-9.9
5271920121114 33.0 17.8 12.019999-99.9-99.9-99.9-99.9-9.9 9912.9 41 10.6 -99-99.9-9.9-9.9
5271920121115 32.6 15.5  3.019999-99.9-99.9-99.9-99.9-9.9 9916.1 59 13.8 -99-99.9-9.9-9.9
5271920121116 28.1  9.3 84.319999-99.9-99.9-99.9-99.9-9.9 9912.8 92 10.5 -99-99.9-9.9-9.9
5271920121117 15.5 11.7 22.119999-99.9-99.9-99.9-99.9-9.9 9915.4 99 13.4 -99-99.9-9.9-9.9
5271920121118 29.9 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 61 13.1 -99-99.9-9.9-9.9
5271920121119 30.4 15.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 40 10.2 -99-99.9-9.9-9.9
5271920121120 30.5 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 53 11.8 -99-99.9-9.9-9.9
5271920121121 29.1 12.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 40  4.2 -99-99.9-9.9-9.9
5271920121122 23.9  7.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 30 -2.6 -99-99.9-9.9-9.9
5271920121123 23.6  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 37 -0.3 -99-99.9-9.9-9.9
5271920121124 23.6  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 39  1.0 -99-99.9-9.9-9.9
5271920121125 28.2  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 44  3.2 -99-99.9-9.9-9.9
5271920121126 30.7  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 41  4.5 -99-99.9-9.9-9.9
5271920121127 32.1 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 26  1.6 -99-99.9-9.9-9.9
5271920121128 31.1 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 37  5.8 -99-99.9-9.9-9.9
5271920121129 29.0 13.3 11.219999-99.9-99.9-99.9-99.9-9.9 9913.2 80 10.9 -99-99.9-9.9-9.9
5271920121130 24.9  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 56  7.9 -99-99.9-9.9-9.9
5271920121201 30.2  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 52  7.1 -99-99.9-9.9-9.9
5271920121202 31.7 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 31  7.5 -99-99.9-9.9-9.9
5271920121203 30.5 11.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 38  3.8 -99-99.9-9.9-9.9
5271920121204 28.7  7.4 10.319999-99.9-99.9-99.9-99.9-9.9 99 9.6 51  6.3 -99-99.9-9.9-9.9
5271920121205 28.8 14.5  0.519999-99.9-99.9-99.9-99.9-9.9 9911.9 44  9.0 -99-99.9-9.9-9.9
5271920121206 27.1 13.8  0.319999-99.9-99.9-99.9-99.9-9.9 9910.6 52  7.8 -99-99.9-9.9-9.9
5271920121207 26.5  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 41  4.4 -99-99.9-9.9-9.9
5271920121208 30.1 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 33  4.6 -99-99.9-9.9-9.9
5271920121209 36.6 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 39  9.6 -99-99.9-9.9-9.9
5271920121210 35.1 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 28  3.0 -99-99.9-9.9-9.9
5271920121211 31.3 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 39  3.6 -99-99.9-9.9-9.9
5271920121212 31.1 18.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 25  1.5 -99-99.9-9.9-9.9
5271920121213 30.4  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 42  4.6 -99-99.9-9.9-9.9
5271920121214 29.5 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 36  4.5 -99-99.9-9.9-9.9
5271920121215 27.7  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 54  6.5 -99-99.9-9.9-9.9
5271920121216 26.7 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 38  2.6 -99-99.9-9.9-9.9
5271920121217 23.2 13.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 41  3.9 -99-99.9-9.9-9.9
5271920121218 30.0 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 29  4.7 -99-99.9-9.9-9.9
5271920121219 26.0 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 32  2.7 -99-99.9-9.9-9.9
5271920121220 24.5  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 36  0.4 -99-99.9-9.9-9.9
5271920121221 29.9  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 41  2.1 -99-99.9-9.9-9.9
5271920121222 35.4  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 43  4.1 -99-99.9-9.9-9.9
5271920121223 35.5 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 48  8.8 -99-99.9-9.9-9.9
5271920121224 35.7 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 45  8.1 -99-99.9-9.9-9.9
5271920121225 22.7 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 36  1.7 -99-99.9-9.9-9.9
5271920121226 26.2 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 34  2.4 -99-99.9-9.9-9.9
5271920121227 30.3  5.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 49  5.1 -99-99.9-9.9-9.9
5271920121228 29.2 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 42  5.0 -99-99.9-9.9-9.9
5271920121229 31.9 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.2 48  8.5 -99-99.9-9.9-9.9
5271920121230 32.4 18.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 41  9.0 -99-99.9-9.9-9.9
5271920121231 32.7 16.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 36  3.6 -99-99.9-9.9-9.9
