5292920140328-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5292920140329 34.4 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 46 13.3 -99-99.9-9.9-9.9
5292920140330 26.4 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 50 10.4 -99-99.9-9.9-9.9
5292920140331 26.4  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 42  7.1 -99-99.9-9.9-9.9
5292920140401 24.6 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 57 10.3 -99-99.9-9.9-9.9
5292920140402 27.1 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.4 62 12.4 -99-99.9-9.9-9.9
5292920140403 27.4 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 60 13.4 -99-99.9-9.9-9.9
5292920140404 26.8 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 70 15.9 -99-99.9-9.9-9.9
5292920140405 26.9 19.1  0.009999-99.9-99.9-99.9-99.9-9.9 9919.3 70 16.9 -99-99.9-9.9-9.9
5292920140406 27.5 18.3  0.009999-99.9-99.9-99.9-99.9-9.9 9920.4 75 17.8 -99-99.9-9.9-9.9
5292920140407 27.2 16.3  0.009999-99.9-99.9-99.9-99.9-9.9 9916.6 64 14.4 -99-99.9-9.9-9.9
5292920140408 26.1  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 47  7.8 -99-99.9-9.9-9.9
5292920140409 27.6  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 47  9.2 -99-99.9-9.9-9.9
5292920140410 21.4 11.0  2.019999-99.9-99.9-99.9-99.9-9.9 9912.8 75 10.7 -99-99.9-9.9-9.9
5292920140411 26.5  7.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 71 10.9 -99-99.9-9.9-9.9
5292920140430 22.9  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 73  7.8 -99-99.9-9.9-9.9
5292920140501 22.9  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 68  7.9 -99-99.9-9.9-9.9
5292920140502 19.4  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 81  9.7 -99-99.9-9.9-9.9
5292920140503 22.4  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 79 10.4 -99-99.9-9.9-9.9
5292920140504 25.3  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 68  9.6 -99-99.9-9.9-9.9
5292920140505 24.5  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 68 11.1 -99-99.9-9.9-9.9
5292920140506 25.1 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 73 13.2 -99-99.9-9.9-9.9
5292920140507 27.2  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 71 12.0 -99-99.9-9.9-9.9
5292920140508 26.0 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 71 12.9 -99-99.9-9.9-9.9
5292920140509 26.5 11.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.6 68 13.6 -99-99.9-9.9-9.9
5292920140510 21.9 16.6  0.009999-99.9-99.9-99.9-99.9-9.9 9916.0 76 14.0 -99-99.9-9.9-9.9
5292920140511 18.2 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 73 10.5 -99-99.9-9.9-9.9
5292920140512 22.5  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 80  9.8 -99-99.9-9.9-9.9
5292920140513 21.7  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 76  9.2 -99-99.9-9.9-9.9
5292920140514 23.8  5.2 16.819999-99.9-99.9-99.9-99.9-9.9 9911.6 75  9.0 -99-99.9-9.9-9.9
5292920140515 23.5  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 76  9.2 -99-99.9-9.9-9.9
5292920140516 26.5  9.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 57  9.8 -99-99.9-9.9-9.9
5292920140517 21.3  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 35 -2.7 -99-99.9-9.9-9.9
5292920140518 21.1 -0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 53  0.2 -99-99.9-9.9-9.9
5292920140519 18.5  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 56  4.3 -99-99.9-9.9-9.9
5292920140520 19.5  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 71  5.8 -99-99.9-9.9-9.9
5292920140521 15.4  8.0  0.219999-99.9-99.9-99.9-99.9-9.9 9910.1 76  7.1 -99-99.9-9.9-9.9
5292920140522 10.1  5.3  7.219999-99.9-99.9-99.9-99.9-9.9 99 8.7 90  5.0 -99-99.9-9.9-9.9
5292920140523 15.9  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 84  3.3 -99-99.9-9.9-9.9
5292920140524 18.2 -0.8  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.0 83  3.5 -99-99.9-9.9-9.9
5292920140525 20.5 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 75  3.7 -99-99.9-9.9-9.9
5292920140526 21.3  1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 72  3.9 -99-99.9-9.9-9.9
5292920140527 21.1  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 74  4.3 -99-99.9-9.9-9.9
5292920140528 23.2  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 74  4.9 -99-99.9-9.9-9.9
5292920140529-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5292920140610-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5292920140611 28.1  0.5  0.219999-99.9-99.9-99.9-99.9-9.9 99 5.9 42 -0.9 -99-99.9-9.9-9.9
5292920140612 24.4  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 69  3.3 -99-99.9-9.9-9.9
5292920140613 15.2 -1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 73  0.7 -99-99.9-9.9-9.9
5292920140614 15.6 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 72  0.3 -99-99.9-9.9-9.9
5292920140615 16.5 -1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 65  1.3 -99-99.9-9.9-9.9
5292920140616 20.6  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 69  3.2 -99-99.9-9.9-9.9
5292920140617 19.1  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 64  3.7 -99-99.9-9.9-9.9
5292920140618 14.7  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 64  2.2 -99-99.9-9.9-9.9
5292920140619 17.4  0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 78  3.0 -99-99.9-9.9-9.9
5292920140620 19.0 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 74  3.0 -99-99.9-9.9-9.9
5292920140621 18.6  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 78  3.9 -99-99.9-9.9-9.9
5292920140622 19.9  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 77  5.9 -99-99.9-9.9-9.9
5292920140623 17.6  1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 74  6.3 -99-99.9-9.9-9.9
5292920140624 19.5  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 63  7.3 -99-99.9-9.9-9.9
5292920140625 16.2  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 53  3.6 -99-99.9-9.9-9.9
5292920140626 15.7  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 80  5.1 -99-99.9-9.9-9.9
5292920140627 19.3  0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 61  0.8 -99-99.9-9.9-9.9
5292920140628 20.2  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 51 -1.6 -99-99.9-9.9-9.9
5292920140629 18.3 -3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 61 -2.7 -99-99.9-9.9-9.9
5292920140630 17.9 -3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 65 -2.4 -99-99.9-9.9-9.9
5292920140701 20.0 -2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 60 -1.3 -99-99.9-9.9-9.9
5292920140702 27.8 -0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 39 -4.1 -99-99.9-9.9-9.9
5292920140703 17.8  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 53 -3.0 -99-99.9-9.9-9.9
5292920140704 17.4 -3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 63 -2.5 -99-99.9-9.9-9.9
5292920140705 13.7  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 46 -4.1 -99-99.9-9.9-9.9
5292920140706 18.1 -2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.0 38 -5.7 -99-99.9-9.9-9.9
5292920140707 23.1 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.0 38 -5.8 -99-99.9-9.9-9.9
5292920140708 19.0 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 51 -3.1 -99-99.9-9.9-9.9
5292920140709 17.7 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 58 -1.2 -99-99.9-9.9-9.9
5292920140710 11.7 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 85  1.3 -99-99.9-9.9-9.9
5292920140711 16.1 -3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 74  1.0 -99-99.9-9.9-9.9
5292920140712 19.4 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 73  2.5 -99-99.9-9.9-9.9
5292920140713 21.8 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 63  1.9 -99-99.9-9.9-9.9
5292920140714 25.7 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 60  2.6 -99-99.9-9.9-9.9
5292920140715 19.5  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 52  0.9 -99-99.9-9.9-9.9
5292920140716 20.9  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 53 -0.0 -99-99.9-9.9-9.9
5292920140717 20.5  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 64  2.1 -99-99.9-9.9-9.9
5292920140718 25.0  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 62  2.6 -99-99.9-9.9-9.9
5292920140719 23.9  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 60  2.6 -99-99.9-9.9-9.9
5292920140720 22.8  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 62  2.6 -99-99.9-9.9-9.9
5292920140721 21.5  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 58  3.0 -99-99.9-9.9-9.9
5292920140722 15.3  9.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 48  0.8 -99-99.9-9.9-9.9
5292920140723 13.3  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 67  0.0 -99-99.9-9.9-9.9
5292920140724 17.8  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 49 -3.0 -99-99.9-9.9-9.9
5292920140725 18.6 -4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 56 -5.2 -99-99.9-9.9-9.9
5292920140726 12.4 -3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 59 -2.4 -99-99.9-9.9-9.9
5292920140727 16.1 -2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 62 -1.1 -99-99.9-9.9-9.9
5292920140728 21.8 -1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 45 -0.5 -99-99.9-9.9-9.9
5292920140729 23.8  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 47  0.7 -99-99.9-9.9-9.9
5292920140730 21.2  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 57  2.8 -99-99.9-9.9-9.9
5292920140731 27.2  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 65  6.4 -99-99.9-9.9-9.9
5292920140801 26.1  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 64  6.7 -99-99.9-9.9-9.9
5292920140802 33.6  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 37  0.5 -99-99.9-9.9-9.9
5292920140803 29.4  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 51  4.0 -99-99.9-9.9-9.9
5292920140804 20.7 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 40  0.4 -99-99.9-9.9-9.9
5292920140805 24.3  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 45  2.5 -99-99.9-9.9-9.9
5292920140806 18.0  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 58  2.1 -99-99.9-9.9-9.9
5292920140807 21.4  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 51 -0.2 -99-99.9-9.9-9.9
5292920140808 23.1  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 47 -1.4 -99-99.9-9.9-9.9
5292920140809 26.0  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 41 -0.9 -99-99.9-9.9-9.9
5292920140810 17.6  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 45 -0.2 -99-99.9-9.9-9.9
5292920140811 19.8 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 53 -1.0 -99-99.9-9.9-9.9
5292920140812 18.5  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 35 -4.1 -99-99.9-9.9-9.9
5292920140813 21.8 -0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 39 -4.4 -99-99.9-9.9-9.9
5292920140814 20.8  1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 49  0.2 -99-99.9-9.9-9.9
5292920140815 24.2  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 47  0.2 -99-99.9-9.9-9.9
5292920140816 25.2  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 42 -0.4 -99-99.9-9.9-9.9
5292920140817 32.3  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 34 -0.2 -99-99.9-9.9-9.9
5292920140818 30.7  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 35  0.6 -99-99.9-9.9-9.9
5292920140819 33.7  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 32  1.7 -99-99.9-9.9-9.9
5292920140820 30.3  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 40  4.4 -99-99.9-9.9-9.9
5292920140821 28.0 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 48  7.6 -99-99.9-9.9-9.9
5292920140822 24.3 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 46  6.8 -99-99.9-9.9-9.9
5292920140823 18.1  9.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 75  8.1 -99-99.9-9.9-9.9
5292920140824 14.6  5.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 73  4.8 -99-99.9-9.9-9.9
5292920140825 16.4  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 59  1.6 -99-99.9-9.9-9.9
5292920140826 18.3  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 50 -0.9 -99-99.9-9.9-9.9
5292920140827 19.9  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 46 -0.3 -99-99.9-9.9-9.9
5292920140828 23.0  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 47  1.0 -99-99.9-9.9-9.9
5292920140829 23.5  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 43  1.6 -99-99.9-9.9-9.9
5292920140830 32.0  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 28 -1.5 -99-99.9-9.9-9.9
5292920140831 24.2  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 40  1.8 -99-99.9-9.9-9.9
5292920140901 30.1  5.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 35  0.9 -99-99.9-9.9-9.9
5292920140902 24.6  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 48  5.1 -99-99.9-9.9-9.9
5292920140903 21.8  5.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 59  8.5 -99-99.9-9.9-9.9
5292920140904 24.4 12.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 60 10.0 -99-99.9-9.9-9.9
5292920140905 20.2 12.9  1.219999-99.9-99.9-99.9-99.9-9.9 9913.4 78 11.3 -99-99.9-9.9-9.9
5292920140906 21.5  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 59  5.3 -99-99.9-9.9-9.9
5292920140907 28.0  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 42  4.3 -99-99.9-9.9-9.9
5292920140908 32.7  5.8  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.0 42  5.4 -99-99.9-9.9-9.9
5292920140909 18.1 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 31 -0.6 -99-99.9-9.9-9.9
5292920140910 20.5 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 32 -5.2 -99-99.9-9.9-9.9
5292920140911 22.3  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 43 -2.7 -99-99.9-9.9-9.9
5292920140912 24.6  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 30 -1.2 -99-99.9-9.9-9.9
5292920140913 18.8  7.0  0.819999-99.9-99.9-99.9-99.9-9.9 99 8.8 70  4.6 -99-99.9-9.9-9.9
5292920140914 23.3  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 55  5.1 -99-99.9-9.9-9.9
5292920140915 28.4  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 36  2.4 -99-99.9-9.9-9.9
5292920140916 29.1  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 30  1.3 -99-99.9-9.9-9.9
5292920140917 29.7  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 28  2.5 -99-99.9-9.9-9.9
5292920140918 28.8 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 38  5.5 -99-99.9-9.9-9.9
5292920140919 25.4  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 42  5.3 -99-99.9-9.9-9.9
5292920140920 28.6  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 43  6.5 -99-99.9-9.9-9.9
5292920140921 33.7 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 36  6.2 -99-99.9-9.9-9.9
5292920140922 25.4 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 31  1.1 -99-99.9-9.9-9.9
5292920140923 24.5  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 32 -0.5 -99-99.9-9.9-9.9
5292920140924 30.6  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 21 -1.8 -99-99.9-9.9-9.9
5292920140925 32.7 22.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.5 13 -8.1 -99-99.9-9.9-9.9
5292920140926 23.4  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 35 -1.4 -99-99.9-9.9-9.9
5292920140927 27.9  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 35  0.2 -99-99.9-9.9-9.9
5292920140928 29.7  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 29  2.0 -99-99.9-9.9-9.9
5292920140929 28.8 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 33  4.5 -99-99.9-9.9-9.9
5292920140930 26.4 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 44  7.7 -99-99.9-9.9-9.9
5292920141001 26.2 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 52 10.1 -99-99.9-9.9-9.9
5292920141002 29.3 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 51 10.4 -99-99.9-9.9-9.9
5292920141003 31.3 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 42 11.1 -99-99.9-9.9-9.9
5292920141004 26.0 14.9  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 65 10.3 -99-99.9-9.9-9.9
5292920141005 27.7 11.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 48  6.4 -99-99.9-9.9-9.9
5292920141006 32.9  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 28  4.5 -99-99.9-9.9-9.9
5292920141007 36.0 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 29  5.5 -99-99.9-9.9-9.9
5292920141008 31.8 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 30  7.4 -99-99.9-9.9-9.9
5292920141009 26.2 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 44  4.6 -99-99.9-9.9-9.9
5292920141010 21.8 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 38 -1.8 -99-99.9-9.9-9.9
5292920141011 26.2  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 36  0.7 -99-99.9-9.9-9.9
5292920141012 29.1  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 36  4.5 -99-99.9-9.9-9.9
5292920141013 31.4  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 31  5.6 -99-99.9-9.9-9.9
5292920141014 34.2 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 31  7.6 -99-99.9-9.9-9.9
5292920141015 38.3 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 32  9.5 -99-99.9-9.9-9.9
5292920141016 28.9 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 23  3.4 -99-99.9-9.9-9.9
5292920141017 37.4  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 15 -3.3 -99-99.9-9.9-9.9
5292920141018 32.8 21.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 22 -2.5 -99-99.9-9.9-9.9
5292920141019 28.7  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 34  3.8 -99-99.9-9.9-9.9
5292920141020 33.4 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 32  6.6 -99-99.9-9.9-9.9
5292920141021 37.2 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 9912.8 37 10.5 -99-99.9-9.9-9.9
