5289620061103-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5289620061104-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5289620250609-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5289620250610-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5289620250611 19.9  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.5-9.9-9.9
5289620250903 24.1 15.3  0.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   6  4.7-9.9-9.9
5289620250904 19.7 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   9  6.9-9.9-9.9
5289620250905 17.1  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.4-9.9-9.9
5289620250906 19.7  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.8-9.9-9.9
5289620250907 17.4  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   0  0.3-9.9-9.9
5289620250908 25.2 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.4-9.9-9.9
5289620250909 25.4 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   0  0.3-9.9-9.9
5289620250910 31.6 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.1-9.9-9.9
5289620250911 27.9 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.8-9.9-9.9
5289620250912 27.6 11.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.0-9.9-9.9
5289620250913 34.3 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.2-9.9-9.9
5289620250914 30.2 20.1  0.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.8-9.9-9.9
5289620250915 31.0 19.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.5-9.9-9.9
5289620250916 27.8 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  1.1-9.9-9.9
5289620250917 33.3 18.9 56.019999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.1-9.9-9.9
5289620250918 33.2 19.4  0.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.3-9.9-9.9
5289620250919 34.7 21.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.4-9.9-9.9
5289620250920 32.2 21.7  7.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  2.8-9.9-9.9
5289620250921 26.0 17.9  1.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   5  4.3-9.9-9.9
5289620250922 23.2 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.9-9.9-9.9
5289620250923 25.8  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.8-9.9-9.9
5289620250924 26.7 11.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.2-9.9-9.9
5289620250925 28.7 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.4-9.9-9.9
5289620250926 31.7 17.1  6.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.8-9.9-9.9
5289620250927 26.9 16.0  0.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   5  4.4-9.9-9.9
5289620250928 24.7  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.6-9.9-9.9
5289620250929 29.1 14.0  0.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.7-9.9-9.9
5289620250930 27.7 19.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.3-9.9-9.9
5289620251001 24.1 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.6-9.9-9.9
5289620251002 25.6 16.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   0  0.1-9.9-9.9
5289620251003 30.1 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  1.0-9.9-9.9
5289620251004 36.5 20.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   7  5.7-9.9-9.9
5289620251005 36.8 22.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.7-9.9-9.9
5289620251006 25.0 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   7  5.3-9.9-9.9
5289620251007 26.4  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.4-9.9-9.9
5289620251008 27.8  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.3-9.9-9.9
5289620251009 30.3  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  1.0-9.9-9.9
5289620251010 31.8 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   5  3.8-9.9-9.9
5289620251011 36.4 16.8  4.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.3-9.9-9.9
5289620251012 29.2 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   9  7.0-9.9-9.9
5289620251013 29.6 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  1.0-9.9-9.9
5289620251014 30.0 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.3-9.9-9.9
5289620251015 34.4 18.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.2-9.9-9.9
5289620251016 29.6 23.2 31.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.4-9.9-9.9
5289620251017 26.2 20.6  0.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   6  4.9-9.9-9.9
5289620251018 27.0 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.1-9.9-9.9
5289620251019 25.8 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   6  4.5-9.9-9.9
5289620251020 28.6 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.2-9.9-9.9
5289620251021 30.9 16.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   7  6.0-9.9-9.9
5289620251022 32.5 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.1-9.9-9.9
5289620251023 28.3 21.5  6.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.2-9.9-9.9
5289620251024 36.8 21.4 51.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9  11  9.1-9.9-9.9
5289620251025 32.8 18.4  0.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.7-9.9-9.9
5289620251026 25.3 14.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.1-9.9-9.9
5289620251027 28.7 15.4  0.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.9-9.9-9.9
5289620251028 23.7 12.5  0.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9  10  7.7-9.9-9.9
5289620251029 21.7 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.4-9.9-9.9
5289620251030 24.7 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   0  0.3-9.9-9.9
5289620251031 27.3 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.3-9.9-9.9
5289620251101 24.6 16.8  1.019999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.4-9.9-9.9
5289620251102 30.6 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.4-9.9-9.9
5289620251103 31.6 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.3-9.9-9.9
5289620251104 36.4 18.2  1.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   6  4.4-9.9-9.9
5289620251105 28.1 19.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   6  4.9-9.9-9.9
5289620251106 29.0 17.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.3-9.9-9.9
5289620251107 24.9 16.9  0.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.1-9.9-9.9
5289620251108 22.9 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.0-9.9-9.9
5289620251109 27.0 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.4-9.9-9.9
5289620251110 30.4 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.1-9.9-9.9
5289620251111 35.7 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.1-9.9-9.9
5289620251112 30.6 22.3  5.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   5  4.0-9.9-9.9
5289620251113 29.2 18.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.6-9.9-9.9
5289620251114 32.2 18.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.5-9.9-9.9
5289620251115 34.1 21.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.4-9.9-9.9
5289620251116 27.4 17.2 22.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   6  5.0-9.9-9.9
5289620251117 26.1 16.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.1-9.9-9.9
5289620251118 33.6 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.5-9.9-9.9
5289620251119 36.5 14.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  2.9-9.9-9.9
5289620251120 37.8 19.6  5.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9  10  7.9-9.9-9.9
5289620251121 28.1 17.9 16.819999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   9  6.8-9.9-9.9
5289620251122 27.6 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.1-9.9-9.9
5289620251123 28.1 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   5  3.7-9.9-9.9
5289620251124 30.6 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.1-9.9-9.9
5289620251125 34.1 15.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.3-9.9-9.9
5289620251126 37.2 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   6  4.5-9.9-9.9
5289620251127 40.6 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.2-9.9-9.9
5289620251128 36.1 26.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   8  6.6-9.9-9.9
5289620251129 39.1 22.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9  10  7.6-9.9-9.9
5289620251130 33.2 24.2  3.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   7  5.6-9.9-9.9
5289620251201 28.1 20.8 58.019999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.4-9.9-9.9
5289620251202 31.7 20.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  2.9-9.9-9.9
5289620251203 31.8 19.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.2-9.9-9.9
5289620251204 33.3 17.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.9-9.9-9.9
5289620251205 34.7 15.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  1.0-9.9-9.9
5289620251206 37.5 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   0  0.3-9.9-9.9
5289620251207 37.4 22.4 18.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.3-9.9-9.9
5289620251208 28.3 18.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   9  6.8-9.9-9.9
5289620251209 30.4 17.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   6  4.9-9.9-9.9
5289620251210 31.8 18.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.3-9.9-9.9
5289620251211 34.9 18.4 16.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.2-9.9-9.9
5289620251212 31.5 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.9-9.9-9.9
5289620251213 32.2 18.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.2-9.9-9.9
5289620251214 34.5 19.7 54.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.0-9.9-9.9
5289620251215 30.0 19.9  3.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   7  5.4-9.9-9.9
5289620251216 29.5 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.6-9.9-9.9
5289620251217 29.5 14.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  2.9-9.9-9.9
5289620251218 34.7 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.6-9.9-9.9
5289620251219 35.4 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   5  4.0-9.9-9.9
5289620251220 37.7 23.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   7  6.0-9.9-9.9
5289620251221 31.9 20.3 84.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9  10  8.1-9.9-9.9
5289620251222 28.1 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   6  4.4-9.9-9.9
5289620251223 32.6 21.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  1.1-9.9-9.9
5289620251224 34.4 22.4 13.019999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.9-9.9-9.9
5289620251225 28.0 21.1 18.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.3-9.9-9.9
5289620251226 30.8 20.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.7-9.9-9.9
5289620251227 37.3 22.8 11.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.6-9.9-9.9
5289620251228 33.3 23.0  6.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.6-9.9-9.9
5289620251229 32.5 22.4  1.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.8-9.9-9.9
5289620251230 33.3 23.9 10.519999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.6-9.9-9.9
5289620251231 36.3 23.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.5-9.9-9.9
5289620260101 35.1 23.7  2.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.8-9.9-9.9
5289620260102 37.4 22.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.9-9.9-9.9
5289620260103 32.8 21.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   5  4.2-9.9-9.9
5289620260104 28.8 16.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.6-9.9-9.9
5289620260105 30.8 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  2.9-9.9-9.9
5289620260106 35.1 16.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  3.5-9.9-9.9
5289620260107 38.7 20.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.6-9.9-9.9
