5272920120314-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272920120404-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272920120405-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9918.1 77 15.8 -99-99.9-9.9-9.9
5272920120406-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9916.7 69 14.6 -99-99.9-9.9-9.9
5272920120407-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9917.8 78 15.7 -99-99.9-9.9-9.9
5272920120408-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9917.7 70 15.6 -99-99.9-9.9-9.9
5272920120409-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9919.5 76 17.1 -99-99.9-9.9-9.9
5272920120410-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9919.3 83 16.9 -99-99.9-9.9-9.9
5272920120411-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9919.6 87 17.2 -99-99.9-9.9-9.9
5272920120412-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272920120416-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272920120417-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9917.3 81 15.2 -99-99.9-9.9-9.9
5272920120418-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272920120606-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272920120621-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272920120622 20.9 -2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.5 27-11.7   3  2.7-9.9-9.9
5272920120623 23.6 -3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.3 27-13.2   3  2.3-9.9-9.9
5272920120624 22.7 -2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.0 19-14.6   3  2.6-9.9-9.9
5272920120625 20.0 -2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.7 28-10.8   4  2.9-9.9-9.9
5272920120626 21.0 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.8 33-10.2   3  2.0-9.9-9.9
5272920120627 30.0 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.9 20-15.9   2  1.6-9.9-9.9
5272920120628 31.0  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.0 18-15.1   3  2.8-9.9-9.9
5272920120629 24.5  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.8 24-10.6   2  1.7-9.9-9.9
5272920120630 25.8  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.2 20-13.2   3  2.3-9.9-9.9
5272920120701 32.8  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.9 18-99.9   2  1.4-9.9-9.9
5272920120702 32.2  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 25-10.0   3  2.3-9.9-9.9
5272920120728 26.8 -3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.1 22-15.4   1  1.0-9.9-9.9
5272920120729 21.0 -1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.4 34 -9.9   2  1.3-9.9-9.9
5272920120730 16.9 -3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 55 -2.4   1  0.6-9.9-9.9
5272920120731 25.2 -4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.4 36 -8.5   1  0.5-9.9-9.9
5272920120801 29.9  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.6  7-17.4   0  0.3-9.9-9.9
5272920120802 28.7 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.4  9-12.1   1  1.0-9.9-9.9
5272920120803 30.2 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.0  6-14.6   2  1.9-9.9-9.9
5272920120804 23.0  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 61  2.0   1  0.5-9.9-9.9
5272920120805 21.8 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 65  2.8   0  0.4-9.9-9.9
5272920120806 34.0  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 31 -5.0   1  0.8-9.9-9.9
5272920120807 32.7 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.9  4-16.2   1  0.5-9.9-9.9
5272920120808 24.6  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 53 -0.8   0  0.4-9.9-9.9
5272920120809 25.5 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 33 -6.8   0  0.4-9.9-9.9
5272920120810 32.6  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.0 17-10.2   0  0.4-9.9-9.9
5272920120811 31.5  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.3 16-14.5   1  0.5-9.9-9.9
5272920120812 24.3  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.9 30 -8.9   1  0.5-9.9-9.9
5272920120813 22.8  1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 46 -0.4   0  0.3-9.9-9.9
5272920120814 28.8  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 29 -8.7   0  0.3-9.9-9.9
5272920120815 29.6  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.9 22-11.3   0  0.3-9.9-9.9
5272920120816 28.2  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.9 15-15.2   1  0.6-9.9-9.9
5272920120817 23.5  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.8  9-16.1   0  0.3-9.9-9.9
5272920120818 23.4 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 34 -6.0   1  0.7-9.9-9.9
5272920120819 23.4  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 51  1.4   0  0.3-9.9-9.9
5272920120820 24.8  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.3 22-10.0   1  0.5-9.9-9.9
5272920120821 24.7  1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 37 -2.4   1  0.5-9.9-9.9
5272920120822 32.2  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.2 12-99.9   1  0.8-9.9-9.9
5272920120823 30.5  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.0  7-99.9   1  0.7-9.9-9.9
5272920120824 20.4  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 44 -2.4   1  0.5-9.9-9.9
5272920120825 14.3  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 53 -1.6   1  0.5-9.9-9.9
5272920120826 12.5 -4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 56 -3.8   0  0.3-9.9-9.9
5272920120827 16.4 -5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 48 -4.7   1  0.5-9.9-9.9
5272920120828 22.7 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 36 -6.7   1  0.5-9.9-9.9
5272920120829 27.2 -1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.8 22-10.1   1  0.5-9.9-9.9
5272920120830 30.3  1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.0 17-10.0   1  0.6-9.9-9.9
5272920120831 28.5  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 29 -2.7   1  0.5-9.9-9.9
5272920120901 26.7  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 31  1.9   1  1.1-9.9-9.9
5272920120902 26.6  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 39  3.9   2  1.2-9.9-9.9
5272920120903 29.6  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 38  3.7   1  0.4-9.9-9.9
5272920120904 34.9  6.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 22 -4.0   0  0.4-9.9-9.9
5272920120905 27.3  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 41  2.4   0  0.4-9.9-9.9
5272920120906 34.8  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 51-99.9   1  0.4-9.9-9.9
5272920120907 24.3  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 44  2.1   0  0.3-9.9-9.9
5272920120908 25.4  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 45  2.1   0  0.3-9.9-9.9
5272920120909 24.0  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 58  6.2   0  0.3-9.9-9.9
5272920120910 24.2  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 48  3.7   0  0.3-9.9-9.9
5272920120911 29.2  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 40  1.0   1  0.4-9.9-9.9
5272920120912 21.9  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 47  3.6   0  0.3-9.9-9.9
5272920120913 25.9  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 47  3.8   1  0.7-9.9-9.9
5272920120914 31.5  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 43  4.2   1  0.9-9.9-9.9
5272920120915 34.1 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 29  0.5   1  1.1-9.9-9.9
5272920120916 32.4  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 30  1.6   0  0.3-9.9-9.9
5272920120917 33.8  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 20 -6.2   0  0.3-9.9-9.9
5272920120918 27.1 18.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.9  6-18.2   0  0.3-9.9-9.9
5272920120919 22.6  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 33 -4.1   1  0.7-9.9-9.9
5272920120920 31.9  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.6  9-14.2   0  0.3-9.9-9.9
5272920120921 24.7  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 25 -4.4   0  0.3-9.9-9.9
5272920120922 21.8  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 36  0.4   0  0.3-9.9-9.9
5272920120923 26.4  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 29 -1.6   0  0.3-9.9-9.9
5272920120924 28.2  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 25 -2.7   0  0.3-9.9-9.9
5272920120925 18.8  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 55  2.7   0  0.3-9.9-9.9
5272920120926 21.6  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 47  2.0   0  0.3-9.9-9.9
5272920120927 25.3  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 36 -1.0   0  0.4-9.9-9.9
5272920120928 33.9  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.5 14-99.9   1  0.4-9.9-9.9
5272920120929 24.2  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 28 -1.9   0  0.3-9.9-9.9
5272920120930 34.5  3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.0 14-12.9   1  0.8-9.9-9.9
5272920121001 35.5  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 16-99.9   1  0.5-9.9-9.9
5272920121002 33.5  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 17-99.9   0  0.3-9.9-9.9
5272920121003 26.4  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 45  6.1   0  0.3-9.9-9.9
5272920121004 32.4  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 41  4.4   1  0.4-9.9-9.9
5272920121005 34.4  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 28 -2.6   0  0.3-9.9-9.9
5272920121006 33.5  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 22 -3.1   0  0.3-9.9-9.9
5272920121007 33.6  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 27 -2.9   0  0.3-9.9-9.9
5272920121008 34.6  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 19 -6.0   0  0.3-9.9-9.9
5272920121009 32.7 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.3 16-10.7   0  0.3-9.9-9.9
5272920121010 21.8  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 39  1.5   0  0.3-9.9-9.9
5272920121011 22.9  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 38  1.9   0  0.3-9.9-9.9
5272920121012 26.4  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 35  1.0   0  0.3-9.9-9.9
5272920121013 28.6  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 33  1.9   0  0.3-9.9-9.9
5272920121014 36.0  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 20 -3.3   0  0.3-9.9-9.9
5272920121015 34.3  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.6  4-99.9   0  0.3-9.9-9.9
5272920121016 29.3  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 22 -5.2   0  0.3-9.9-9.9
5272920121017 27.7  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 36  4.0   0  0.3-9.9-9.9
5272920121018 33.2  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 33  4.5   0  0.3-9.9-9.9
5272920121019 36.7  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 24-99.9   0  0.3-9.9-9.9
5272920121020 36.5  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 25  0.5   0  0.3-9.9-9.9
5272920121021 35.8 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 18 -6.4   0  0.3-9.9-9.9
5272920121022 32.0  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.6  4-17.4   0  0.3-9.9-9.9
5272920121023 24.7  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 46  0.1   0  0.3-9.9-9.9
5272920121024 27.1  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 40  4.4   0  0.3-9.9-9.9
5272920121025 28.1  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 37  5.0   0  0.3-9.9-9.9
5272920121026 33.4  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 27  4.2   0  0.3-9.9-9.9
5272920121027 35.9 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 31  5.8   0  0.3-9.9-9.9
5272920121028 33.5 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 40 11.6   0  0.3-9.9-9.9
5272920121029 38.1 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 33  9.0   0  0.3-9.9-9.9
5272920121030 28.7 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 50 11.4   0  0.3-9.9-9.9
5272920121031 33.1  9.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 40  7.7   0  0.3-9.9-9.9
5272920121101 28.8 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 44  9.6   0  0.3-9.9-9.9
5272920121102 29.2 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 48 10.0   0  0.3-9.9-9.9
5272920121103 30.2  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 40  8.0   0  0.3-9.9-9.9
5272920121104 30.6  9.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 43  9.0   0  0.3-9.9-9.9
5272920121105 29.9 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 9912.9 47 10.7   0  0.3-9.9-9.9
5272920121106 28.8 13.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 45  9.2   0  0.3-9.9-9.9
5272920121107 31.8 11.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 34  8.2   0  0.4-9.9-9.9
5272920121108 36.6  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 31  6.9   0  0.3-9.9-9.9
5272920121109 36.4 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 30  4.0   0  0.3-9.9-9.9
5272920121110 27.3 14.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 50  9.8   0  0.3-9.9-9.9
5272920121111 26.9  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 50  9.1   0  0.3-9.9-9.9
5272920121112 24.8 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.2 56  8.6   0  0.3-9.9-9.9
5272920121113 24.8 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 52  7.8   0  0.3-9.9-9.9
5272920121114 27.6  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 45  7.4   0  0.3-9.9-9.9
5272920121115 29.9  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 39  6.5   0  0.3-9.9-9.9
5272920121116 30.0  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 41  7.3   0  0.3-9.9-9.9
5272920121117 30.4  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 39  8.2   0  0.3-9.9-9.9
5272920121118 31.6 11.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 38  8.2   0  0.3-9.9-9.9
5272920121119 30.7 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.5 44 10.3   0  0.3-9.9-9.9
5272920121120 30.4 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 39  9.3   0  0.3-9.9-9.9
5272920121121 30.8 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.5 43 10.3   0  0.3-9.9-9.9
5272920121122 33.9 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 43  9.8   0  0.3-9.9-9.9
5272920121123 32.0 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 9912.8 48 10.5   0  0.3-9.9-9.9
5272920121124 28.4 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 49  9.2   0  0.3-9.9-9.9
5272920121125 27.4 11.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 48  8.5   0  0.3-9.9-9.9
5272920121126 28.4  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 44  8.9   0  0.3-9.9-9.9
5272920121127 29.7 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 40  8.9   0  0.3-9.9-9.9
5272920121128 31.8  9.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 45  8.3   0  0.3-9.9-9.9
5272920121129 32.2 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 46  8.2   0  0.3-9.9-9.9
5272920121130 32.7  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 41  8.3   0  0.3-9.9-9.9
5272920121201 30.0 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 43 10.4   0  0.3-9.9-9.9
5272920121202 32.2 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 45 11.1   0  0.3-9.9-9.9
5272920121203 35.1 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9913.6 40 11.5   0  0.3-9.9-9.9
5272920121204 32.4 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 46 11.9   0  0.3-9.9-9.9
5272920121205 33.7 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 45 12.0   0  0.3-9.9-9.9
5272920121206 35.6 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9915.1 40 13.1   0  0.3-9.9-9.9
5272920121207 26.3 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 9916.7 82 14.6   3  2.4-9.9-9.9
5272920121208 29.9 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 48 12.2   6  4.7-9.9-9.9
5272920121209 32.7 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.1 44 12.1   1  1.0-9.9-9.9
5272920121210 37.1 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 34 11.1 -99-99.9-9.9-9.9
5272920121211 29.6 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 49 12.2   1  0.8-9.9-9.9
